,neighbourhood,property_type,room_type,max_capacity(pax),bathrooms,bedrooms,price,cancellation_policy,Distance_from_center(m),Perc_Utilities,Perc_extra
225,Noord-West,House,Entire home/apt,6,1.0,3.0,195,1,3917.643866916629,0.6666666666666666,0.2857142857142857
226,Noord-West,House,Entire home/apt,8,2.0,4.0,140,2,4869.298094518838,0.8333333333333334,0.2857142857142857
227,Noord-West,House,Entire home/apt,4,1.0,2.0,195,2,5740.959745067442,0.6666666666666666,0.1428571428571428
228,Noord-West,House,Entire home/apt,2,1.0,1.0,80,2,4407.878223004436,0.6666666666666666,0.1428571428571428
229,Noord-West,House,Private room,2,1.0,1.0,79,0,4089.37655523855,0.1666666666666666,0.1428571428571428
230,Noord-West,Apartment,Entire home/apt,3,1.0,1.0,70,1,5207.206663388773,0.5,0.5714285714285714
231,Noord-West,House,Private room,2,1.5,1.0,55,2,5601.977035622575,0.5,0.4285714285714285
232,Noord-West,House,Entire home/apt,4,1.0,3.0,100,0,5524.725661762438,0.6666666666666666,0.1428571428571428
233,Noord-West,House,Entire home/apt,6,2.0,3.0,175,2,3825.4981592657336,0.8333333333333334,0.1428571428571428
234,Noord-West,House,Private room,2,1.0,1.0,70,2,5740.959745067442,0.3333333333333333,0.4285714285714285
235,Noord-West,House,Private room,2,1.0,1.0,90,2,4420.185883789256,0.8333333333333334,0.4285714285714285
236,Noord-West,Apartment,Entire home/apt,4,1.0,1.0,75,1,3782.5722970578136,0.5,0.1428571428571428
237,Noord-West,House,Entire home/apt,4,1.0,3.0,90,2,5107.854150218509,0.5,0.1428571428571428
238,Noord-West,House,Private room,2,0.5,1.0,49,1,5682.978721401426,0.6666666666666666,0.2857142857142857
239,Noord-West,House,Entire home/apt,1,1.0,1.0,74,2,3795.4620022004665,0.1666666666666666,0.2857142857142857
240,Noord-West,House,Entire home/apt,4,1.0,2.0,90,2,5542.400475360266,0.6666666666666666,0.1428571428571428
241,Noord-West,House,Entire home/apt,6,1.0,4.0,111,2,4320.934196583382,0.3333333333333333,0.1428571428571428
242,Noord-West,House,Entire home/apt,4,1.0,2.0,81,2,5226.136819599895,0.5,0.2857142857142857
243,Noord-West,House,Entire home/apt,3,1.0,3.0,125,1,3730.0592225042433,0.6666666666666666,0.1428571428571428
244,Noord-West,House,Entire home/apt,6,1.0,3.0,85,2,5692.774637317124,0.8333333333333334,0.1428571428571428
245,Noord-West,House,Entire home/apt,4,1.5,2.0,152,1,4988.744200655197,0.5,0.1428571428571428
246,Noord-West,House,Entire home/apt,4,1.0,2.0,120,1,4287.924944817512,0.8333333333333334,0.1428571428571428
247,Noord-West,House,Entire home/apt,6,1.0,4.0,175,2,4206.145095182087,0.6666666666666666,0.1428571428571428
248,Noord-West,House,Private room,2,1.0,1.0,75,1,4570.949883509565,0.6666666666666666,0.2857142857142857
249,Noord-West,Apartment,Entire home/apt,4,1.0,2.0,80,2,4630.166553673514,0.6666666666666666,0.1428571428571428
250,Noord-West,House,Entire home/apt,4,1.0,2.0,95,0,5123.225693908849,0.8333333333333334,0.0
251,Noord-West,House,Private room,2,1.0,1.0,65,1,4516.5919351045,0.5,0.1428571428571428
252,Noord-West,Apartment,Private room,2,1.0,1.0,58,2,3990.6002478079818,0.5,0.1428571428571428
253,Noord-West,House,Private room,2,1.0,1.0,52,2,3623.271252783307,0.0,0.0
254,Noord-West,House,Entire home/apt,5,1.0,3.0,219,1,4457.559137188493,0.6666666666666666,0.1428571428571428
255,Noord-West,House,Private room,2,1.5,1.0,45,0,4874.819389119731,0.5,0.2857142857142857
256,Noord-West,Apartment,Private room,2,1.0,1.0,62,1,4320.612399298348,0.3333333333333333,0.1428571428571428
257,Noord-West,Bed & Breakfast,Private room,3,1.0,1.0,65,0,5740.959745067442,0.6666666666666666,0.4285714285714285
258,Noord-West,Apartment,Entire home/apt,2,1.0,0.0,85,0,5337.313691728542,0.5,0.1428571428571428
259,Noord-West,House,Entire home/apt,2,1.0,1.0,100,2,5022.139861558474,0.8333333333333334,0.1428571428571428
260,Noord-West,Bed & Breakfast,Private room,2,1.5,1.0,150,0,5558.1990351161485,0.3333333333333333,0.2857142857142857
261,Noord-West,Apartment,Private room,2,1.0,1.0,80,0,5397.815870301444,0.6666666666666666,0.2857142857142857
262,Noord-West,House,Entire home/apt,4,1.5,4.0,149,1,3999.988157986581,0.6666666666666666,0.0
263,Noord-West,House,Entire home/apt,6,1.5,4.0,220,1,3713.432500738567,0.6666666666666666,0.1428571428571428
264,Noord-West,House,Private room,4,1.0,1.0,65,0,3751.367087871272,0.1666666666666666,0.1428571428571428
265,Noord-West,Bed & Breakfast,Private room,2,1.0,1.0,77,2,5659.675638197586,0.1666666666666666,0.2857142857142857
266,Noord-West,Bed & Breakfast,Entire home/apt,4,1.0,2.0,149,2,4940.900599025874,0.8333333333333334,0.2857142857142857
267,Noord-West,Apartment,Entire home/apt,4,1.0,3.0,171,1,5557.672600253229,0.6666666666666666,0.1428571428571428
268,Noord-West,House,Entire home/apt,6,1.0,3.0,200,0,4587.3868594896,1.0,0.2857142857142857
269,Noord-West,House,Private room,2,1.0,1.0,80,1,4736.073692715318,0.5,0.1428571428571428
270,Noord-West,Apartment,Entire home/apt,4,1.0,2.0,80,1,3960.714234078493,0.6666666666666666,0.1428571428571428
271,Noord-West,House,Entire home/apt,4,1.0,3.0,99,0,4858.704145982855,0.5,0.1428571428571428
272,Noord-West,House,Entire home/apt,4,1.0,4.0,114,2,4654.536437970663,0.5,0.1428571428571428
273,Noord-West,House,Entire home/apt,4,1.5,3.0,210,1,3686.431125919989,0.8333333333333334,0.2857142857142857
274,Noord-West,House,Private room,2,1.0,1.0,70,2,5152.450624864118,0.0,0.2857142857142857
275,Noord-West,House,Entire home/apt,2,1.0,1.0,100,1,4885.333811214614,0.6666666666666666,0.0
276,Noord-West,House,Entire home/apt,4,2.0,2.0,180,0,4767.857544490873,0.8333333333333334,0.0
277,Noord-West,House,Entire home/apt,4,1.0,3.0,149,2,4358.979605439271,0.6666666666666666,0.0
278,Noord-West,House,Entire home/apt,4,1.0,3.0,99,1,4590.825020036767,0.8333333333333334,0.2857142857142857
279,Noord-West,House,Entire home/apt,4,1.5,3.0,149,1,4323.957976252121,0.6666666666666666,0.0
280,Noord-West,Apartment,Entire home/apt,3,1.0,2.0,50,0,3885.216067664661,0.6666666666666666,0.1428571428571428
281,Noord-West,House,Entire home/apt,5,1.0,4.0,200,1,3798.761873097897,0.8333333333333334,0.4285714285714285
282,Noord-West,Apartment,Shared room,1,1.0,1.0,36,2,4819.532619039971,0.6666666666666666,0.2857142857142857
283,Noord-West,House,Entire home/apt,4,1.0,2.0,181,1,4992.044753248959,0.8333333333333334,0.1428571428571428
284,Noord-West,House,Private room,2,1.0,1.0,65,2,4503.830272901376,0.1666666666666666,0.2857142857142857
285,Noord-West,House,Entire home/apt,2,1.0,2.0,95,0,4923.933549102055,0.8333333333333334,0.1428571428571428
286,Noord-West,Apartment,Entire home/apt,2,1.0,1.0,64,1,4385.660646843916,0.5,0.4285714285714285
287,Noord-West,Apartment,Entire home/apt,2,1.0,1.0,65,1,5291.20501808221,0.6666666666666666,0.1428571428571428
288,Noord-West,Bed & Breakfast,Private room,4,1.5,1.0,65,0,5740.959745067442,0.5,0.4285714285714285
289,Noord-West,House,Entire home/apt,6,1.0,3.0,195,0,4508.373476691341,0.6666666666666666,0.1428571428571428
290,Noord-West,House,Entire home/apt,4,2.0,3.0,70,0,4948.296103857324,0.6666666666666666,0.1428571428571428
291,Noord-West,Apartment,Private room,3,1.5,1.0,47,1,3919.069019207737,0.3333333333333333,0.1428571428571428
292,Noord-West,House,Private room,2,1.0,1.0,59,2,4857.584758094428,0.0,0.1428571428571428
293,Noord-West,Bed & Breakfast,Private room,2,1.0,1.0,65,0,5280.500960403228,0.3333333333333333,0.5714285714285714
294,Noord-West,Apartment,Entire home/apt,4,1.0,2.0,120,1,3704.757548876199,0.6666666666666666,0.0
295,Noord-West,Bed & Breakfast,Entire home/apt,2,1.0,0.0,111,0,5578.905282948182,0.5,0.4285714285714285
296,Noord-West,House,Private room,2,1.0,1.0,50,2,4525.436038300622,0.5,0.1428571428571428
297,Noord-West,House,Entire home/apt,4,1.0,3.0,120,1,4492.355744663851,0.5,0.1428571428571428
298,Noord-West,House,Entire home/apt,4,1.0,2.0,150,2,4058.4039279150666,0.5,0.2857142857142857
299,Noord-West,House,Entire home/apt,6,1.0,2.0,110,1,4751.152321744585,0.8333333333333334,0.4285714285714285
300,Noord-West,Apartment,Entire home/apt,4,1.5,0.0,72,1,5740.959745067442,0.6666666666666666,0.2857142857142857
301,Noord-West,House,Private room,2,1.0,1.0,62,2,4561.04776303611,0.5,0.0
302,Noord-West,House,Entire home/apt,2,1.0,0.0,59,0,5063.729491577464,0.0,0.1428571428571428
303,Noord-West,Apartment,Entire home/apt,4,1.5,2.0,99,2,4055.541430416457,0.6666666666666666,0.1428571428571428
304,Noord-West,Apartment,Private room,2,1.5,1.0,49,1,4239.956324200843,0.6666666666666666,0.1428571428571428
305,Noord-West,House,Private room,1,0.5,1.0,49,1,4496.579792362278,0.3333333333333333,0.2857142857142857
306,Noord-West,House,Entire home/apt,5,2.0,4.0,241,1,4328.442488035458,0.6666666666666666,0.1428571428571428
307,Noord-West,House,Entire home/apt,2,1.0,2.0,75,0,5281.248384306685,0.6666666666666666,0.1428571428571428
308,Noord-West,House,Private room,2,3.0,1.0,60,2,4503.6817207980575,0.6666666666666666,0.0
309,Noord-West,House,Private room,2,1.0,1.0,50,2,5689.777767509914,0.6666666666666666,0.1428571428571428
310,Noord-West,House,Entire home/apt,8,1.0,4.0,191,0,4992.357007174694,0.3333333333333333,0.1428571428571428
311,Noord-West,Apartment,Entire home/apt,2,1.0,1.0,100,1,3795.310974632668,0.6666666666666666,0.1428571428571428
312,Noord-West,House,Entire home/apt,4,2.0,2.0,160,2,4135.417284945188,0.6666666666666666,0.2857142857142857
313,Noord-West,House,Entire home/apt,4,1.0,3.0,80,1,5353.146090589386,0.8333333333333334,0.0
314,Noord-West,House,Entire home/apt,8,1.5,3.0,300,0,5740.959745067442,0.8333333333333334,0.2857142857142857
315,Noord-West,House,Entire home/apt,2,1.0,1.0,95,2,5425.188083705125,0.5,0.0
316,Noord-West,House,Entire home/apt,4,2.0,2.0,155,0,4149.521893262431,0.6666666666666666,0.1428571428571428
317,Noord-West,House,Private room,2,1.0,1.0,70,2,5740.959745067442,0.3333333333333333,0.0
318,Noord-West,Apartment,Entire home/apt,4,1.0,2.0,110,1,4085.2054781214783,0.8333333333333334,0.4285714285714285
319,Noord-West,Apartment,Entire home/apt,2,1.0,1.0,85,1,4240.586060023224,0.8333333333333334,0.1428571428571428
320,Noord-West,Apartment,Entire home/apt,4,1.0,1.0,136,0,4831.496479440937,0.6666666666666666,0.1428571428571428
321,Noord-West,Apartment,Entire home/apt,3,1.5,1.0,110,1,3882.049499033906,0.8333333333333334,0.4285714285714285
322,Noord-West,House,Entire home/apt,4,1.0,0.0,60,0,5025.683758854372,0.1666666666666666,0.1428571428571428
323,Noord-West,House,Entire home/apt,4,2.0,2.0,150,2,5234.148711999811,0.3333333333333333,0.1428571428571428
324,Noord-West,House,Private room,2,1.0,1.0,30,2,5191.19761423053,0.5,0.1428571428571428
325,Noord-West,House,Private room,2,1.0,1.0,70,2,5740.959745067442,0.3333333333333333,0.1428571428571428
326,Noord-West,House,Entire home/apt,6,1.0,2.0,89,1,4508.194474177657,0.3333333333333333,0.1428571428571428
327,Noord-West,House,Private room,4,1.0,1.0,70,1,3825.979016759711,0.3333333333333333,0.1428571428571428
328,Noord-West,House,Entire home/apt,4,1.0,2.0,79,2,4894.700023885736,0.1666666666666666,0.1428571428571428
329,Noord-West,House,Entire home/apt,5,1.0,2.0,150,2,4884.679496388356,0.6666666666666666,0.1428571428571428
330,Noord-West,House,Entire home/apt,5,1.0,2.0,95,1,4342.969911452897,0.6666666666666666,0.1428571428571428
331,Noord-West,Apartment,Private room,2,1.0,1.0,45,1,3880.568488183329,0.8333333333333334,0.2857142857142857
332,Noord-West,House,Entire home/apt,5,1.0,3.0,140,0,5201.942991474512,0.6666666666666666,0.0
333,Noord-West,House,Entire home/apt,4,1.0,2.0,146,1,4103.250532815712,0.8333333333333334,0.2857142857142857
334,Noord-West,House,Private room,4,1.0,1.0,85,2,4002.087550191024,0.8333333333333334,0.1428571428571428
335,Noord-West,House,Entire home/apt,4,1.0,2.0,150,1,4162.420306049025,0.6666666666666666,0.1428571428571428
336,Noord-West,Apartment,Entire home/apt,2,1.0,0.0,85,2,4166.130309825399,0.6666666666666666,0.1428571428571428
337,Noord-West,Bed & Breakfast,Private room,2,1.5,1.0,50,0,5370.128518321108,0.8333333333333334,0.5714285714285714
338,Noord-West,House,Entire home/apt,4,1.0,2.0,85,2,4645.817123411482,0.8333333333333334,0.2857142857142857
339,Noord-West,House,Private room,2,1.0,1.0,99,2,3855.566332458066,0.5,0.1428571428571428
340,Noord-West,Bed & Breakfast,Private room,2,1.0,1.0,55,1,5331.830678207762,0.3333333333333333,0.2857142857142857
341,Noord-West,Bed & Breakfast,Entire home/apt,4,1.0,2.0,111,1,5342.355087980326,0.3333333333333333,0.2857142857142857
342,Noord-West,House,Private room,4,1.0,1.0,71,1,5740.959745067442,0.1666666666666666,0.1428571428571428
343,Noord-West,House,Entire home/apt,4,1.0,3.0,100,0,4983.139029685925,0.5,0.2857142857142857
344,Noord-West,House,Entire home/apt,3,1.0,2.0,111,0,4335.291147131744,0.5,0.1428571428571428
345,Oud-Noord,House,Entire home/apt,4,2.0,2.0,75,2,3346.066144999045,0.5,0.1428571428571428
346,Oud-Noord,Apartment,Entire home/apt,4,1.0,2.0,120,0,2642.684153797669,0.5,0.2857142857142857
347,Oud-Noord,Apartment,Entire home/apt,2,1.5,1.0,79,0,1719.6832243885874,0.8333333333333334,0.1428571428571428
348,Oud-Noord,Bed & Breakfast,Private room,2,1.0,1.0,74,2,3295.75224954837,0.1666666666666666,0.0
349,Oud-Noord,Apartment,Entire home/apt,6,5.0,3.0,501,0,2876.6002758259315,0.8333333333333334,0.4285714285714285
350,Oud-Noord,House,Private room,2,1.0,1.0,50,2,3498.874175095101,0.5,0.1428571428571428
351,Oud-Noord,House,Entire home/apt,2,1.5,1.0,110,1,3197.840647500655,0.8333333333333334,0.1428571428571428
352,Oud-Noord,Apartment,Entire home/apt,4,1.0,2.0,100,0,1660.1151117241004,0.8333333333333334,0.2857142857142857
353,Oud-Noord,Apartment,Entire home/apt,4,2.0,2.0,70,2,3008.826362144845,0.6666666666666666,0.2857142857142857
354,Oud-Noord,House,Entire home/apt,2,1.0,2.0,95,1,2600.24883876072,0.6666666666666666,0.1428571428571428
355,Oud-Noord,House,Entire home/apt,2,1.0,1.0,105,0,2957.2319291846184,0.6666666666666666,0.2857142857142857
356,Oud-Noord,Apartment,Entire home/apt,4,1.5,2.0,140,1,2460.424787734091,0.6666666666666666,0.1428571428571428
357,Oud-Noord,House,Entire home/apt,3,1.0,2.0,125,2,3598.100958930869,0.6666666666666666,0.2857142857142857
358,Oud-Noord,Apartment,Entire home/apt,2,8.0,0.0,100,2,3198.1822996442656,0.8333333333333334,0.2857142857142857
359,Oud-Noord,House,Entire home/apt,4,1.0,2.0,130,2,3597.1893378175487,0.6666666666666666,0.1428571428571428
360,Oud-Noord,Apartment,Entire home/apt,4,1.5,2.0,155,0,2116.1282005626995,0.5,0.2857142857142857
361,Oud-Noord,Apartment,Entire home/apt,2,1.0,1.0,80,1,2128.229234537804,0.6666666666666666,0.2857142857142857
362,Oud-Noord,House,Entire home/apt,2,1.0,1.0,70,2,2559.4059163357683,0.5,0.0
363,Oud-Noord,House,Entire home/apt,4,2.0,1.0,100,1,3104.27856522497,0.5,0.1428571428571428
364,Oud-Noord,Apartment,Entire home/apt,4,1.0,2.0,150,2,2586.7192993545937,0.5,0.1428571428571428
365,Oud-Noord,House,Entire home/apt,5,1.0,3.0,105,1,3392.875872822424,0.5,0.0
366,Oud-Noord,Apartment,Entire home/apt,2,1.0,1.0,69,1,1827.216366822077,0.6666666666666666,0.2857142857142857
367,Oud-Noord,Apartment,Entire home/apt,2,1.0,1.0,95,0,3794.435258190568,0.6666666666666666,0.2857142857142857
368,Oud-Noord,Apartment,Entire home/apt,5,1.5,3.0,149,1,1751.3414057242442,1.0,0.1428571428571428
369,Oud-Noord,House,Private room,2,1.5,1.0,50,2,3408.096233732496,0.5,0.1428571428571428
370,Oud-Noord,House,Private room,2,3.0,1.0,75,1,3222.8454079172743,1.0,0.0
371,Oud-Noord,House,Entire home/apt,3,1.0,1.0,65,2,3465.321717429272,0.5,0.1428571428571428
372,Oud-Noord,House,Entire home/apt,2,1.0,1.0,99,1,2469.40015631488,0.6666666666666666,0.1428571428571428
373,Oud-Noord,Apartment,Entire home/apt,4,1.0,2.0,115,1,2843.147018231008,0.6666666666666666,0.1428571428571428
374,Oud-Noord,Apartment,Entire home/apt,2,1.5,1.0,87,0,1759.954758755973,0.6666666666666666,0.2857142857142857
375,Oud-Noord,Apartment,Entire home/apt,2,1.0,1.0,99,1,2372.745451750025,0.5,0.1428571428571428
376,Oud-Noord,Apartment,Private room,2,1.5,1.0,68,2,2833.541437368723,0.0,0.1428571428571428
377,Oud-Noord,Apartment,Entire home/apt,4,1.0,3.0,95,1,2814.346651852676,0.6666666666666666,0.2857142857142857
378,Oud-Noord,House,Private room,3,1.0,1.0,70,1,2305.569218274716,0.5,0.1428571428571428
379,Oud-Noord,Apartment,Entire home/apt,2,1.0,0.0,111,1,3734.2441330451857,0.6666666666666666,0.2857142857142857
380,Oud-Noord,House,Entire home/apt,3,1.0,2.0,80,2,3558.952033357001,0.6666666666666666,0.1428571428571428
381,Oud-Noord,Apartment,Entire home/apt,2,1.0,1.0,85,1,3574.302707396924,0.6666666666666666,0.1428571428571428
382,Oud-Noord,House,Entire home/apt,4,1.0,3.0,181,0,3713.3915030569337,0.6666666666666666,0.1428571428571428
383,Oud-Noord,House,Entire home/apt,2,1.0,1.0,75,1,2477.666600818124,0.6666666666666666,0.0
384,Oud-Noord,Apartment,Entire home/apt,4,1.0,2.0,100,0,3102.4662694619183,0.1666666666666666,0.1428571428571428
385,Oud-Noord,House,Entire home/apt,4,1.0,2.0,175,0,2296.7525187718384,0.6666666666666666,0.1428571428571428
386,Oud-Noord,Apartment,Private room,2,1.5,1.0,73,0,2151.1941664098167,0.8333333333333334,0.2857142857142857
387,Oud-Noord,Apartment,Private room,3,1.0,1.0,80,2,2466.236186829025,0.5,0.1428571428571428
388,Oud-Noord,Apartment,Entire home/apt,5,1.5,4.0,85,2,2023.167442417817,0.8333333333333334,0.2857142857142857
389,Oud-Noord,House,Private room,2,1.0,1.0,89,2,3440.707260556333,0.5,0.2857142857142857
390,Oud-Noord,Apartment,Private room,2,1.0,1.0,69,0,2543.595921807569,0.6666666666666666,0.2857142857142857
391,Oud-Noord,House,Entire home/apt,4,1.0,3.0,125,2,4130.326015686168,0.6666666666666666,0.1428571428571428
392,Oud-Noord,House,Private room,2,1.0,1.0,70,2,3338.615344541295,0.3333333333333333,0.2857142857142857
393,Oud-Noord,Apartment,Entire home/apt,4,1.0,2.0,125,0,3213.4058073404326,0.6666666666666666,0.1428571428571428
394,Oud-Noord,Apartment,Private room,2,1.0,1.0,78,2,2148.6915224042345,0.6666666666666666,0.2857142857142857
395,Oud-Noord,House,Entire home/apt,2,1.5,1.0,95,0,3521.971502324105,0.6666666666666666,0.1428571428571428
396,Oud-Noord,House,Entire home/apt,5,1.5,4.0,165,0,3950.8979681976975,0.6666666666666666,0.1428571428571428
397,Oud-Noord,Apartment,Private room,2,1.0,1.0,50,0,2088.499768378591,0.0,0.1428571428571428
398,Oud-Noord,Apartment,Entire home/apt,2,1.0,1.0,84,2,3622.4600355878574,0.5,0.1428571428571428
399,Oud-Noord,Apartment,Entire home/apt,5,1.0,2.0,146,0,3115.722454928793,0.8333333333333334,0.2857142857142857
400,Oud-Noord,House,Entire home/apt,4,1.0,3.0,130,1,3527.808070797488,0.8333333333333334,0.0
401,Oud-Noord,House,Entire home/apt,5,1.0,2.0,110,1,4098.147622100507,0.8333333333333334,0.2857142857142857
402,Oud-Noord,Apartment,Entire home/apt,4,1.0,3.0,175,0,1886.4343948468068,0.8333333333333334,0.1428571428571428
403,Oud-Noord,House,Entire home/apt,4,1.0,2.0,99,1,3409.452509641262,0.5,0.1428571428571428
404,Oud-Noord,House,Entire home/apt,4,1.0,2.0,149,2,3344.8974929334527,0.5,0.2857142857142857
405,Oud-Noord,Apartment,Private room,2,1.0,1.0,25,2,1979.0642486307013,0.3333333333333333,0.0
406,Oud-Noord,House,Entire home/apt,3,1.0,1.0,89,0,1987.8476646837369,0.6666666666666666,0.2857142857142857
407,Oud-Noord,House,Entire home/apt,4,1.0,2.0,80,0,2580.7174940878976,0.6666666666666666,0.0
408,Oud-Noord,Apartment,Entire home/apt,2,1.0,1.0,99,0,1828.9592689841145,0.6666666666666666,0.1428571428571428
409,Oud-Noord,Apartment,Private room,2,1.5,1.0,95,0,2826.5388574445083,0.5,0.2857142857142857
410,Oud-Noord,House,Entire home/apt,6,1.0,3.0,150,2,4234.604089788055,0.6666666666666666,0.2857142857142857
411,Oud-Noord,House,Entire home/apt,2,1.0,1.0,85,1,3117.291995775832,0.5,0.2857142857142857
412,Oud-Noord,House,Entire home/apt,4,1.0,3.0,100,1,3501.112619805512,0.5,0.1428571428571428
413,Oud-Noord,Apartment,Entire home/apt,4,1.0,3.0,131,2,2700.3256244145027,0.8333333333333334,0.0
414,Oud-Noord,House,Entire home/apt,4,1.0,3.0,120,0,4025.979004078052,0.6666666666666666,0.1428571428571428
415,Oud-Noord,Apartment,Private room,1,1.0,1.0,41,1,2646.4323968619897,0.3333333333333333,0.0
416,Oud-Noord,House,Entire home/apt,4,1.5,4.0,200,0,3435.5006837690667,0.8333333333333334,0.2857142857142857
417,Oud-Noord,House,Entire home/apt,5,1.0,3.0,130,0,4119.441624036541,0.5,0.0
418,Oud-Noord,Apartment,Private room,2,2.0,1.0,37,2,3494.168975047398,0.6666666666666666,0.4285714285714285
419,Oud-Noord,House,Entire home/apt,4,2.0,4.0,120,1,3066.4513682468787,0.6666666666666666,0.0
420,Oud-Noord,House,Entire home/apt,5,1.0,3.0,130,1,4002.5971733819847,0.8333333333333334,0.0
421,Oud-Noord,House,Private room,2,1.0,1.0,60,2,4130.412359385048,0.6666666666666666,0.1428571428571428
422,Oud-Noord,House,Entire home/apt,4,2.0,4.0,130,1,3177.637670776672,0.8333333333333334,0.1428571428571428
423,Oud-Noord,Apartment,Private room,2,1.0,1.0,79,0,1871.4961960739747,0.6666666666666666,0.1428571428571428
424,Oud-Noord,Apartment,Entire home/apt,5,1.5,3.0,251,0,2865.0899543944392,0.8333333333333334,0.2857142857142857
425,Oud-Noord,Apartment,Entire home/apt,4,1.0,1.0,99,1,1941.1008294819403,0.6666666666666666,0.2857142857142857
426,Oud-Noord,House,Entire home/apt,4,1.0,4.0,130,1,3273.430245991672,0.8333333333333334,0.1428571428571428
427,Oud-Noord,House,Entire home/apt,4,1.0,2.0,110,1,3328.980413914793,0.6666666666666666,0.1428571428571428
428,Oud-Noord,House,Entire home/apt,4,1.0,3.0,175,1,3378.301614838185,0.8333333333333334,0.2857142857142857
429,Oud-Noord,Apartment,Entire home/apt,2,1.0,1.0,105,0,1826.3346849136929,0.6666666666666666,0.1428571428571428
430,Oud-Noord,Apartment,Entire home/apt,3,1.5,2.0,110,1,2376.4686906675,0.8333333333333334,0.0
